,key_value,label,ontology_mapping
665,"{'cell characterization': 'Single cells were sorted using anti-A2B5 MicroBeads (130-093-388, Miltenyi Biotec) according to manufacturerâ€™s protocol. In brief, live cells were incubated first with FcR Blocking Reagent (Miltenyi) for 10 mins then A2B5 antibody for 15 min at 4oC (2.5 Âµg A2B5 antibody per million cells). Cells positive for A2B5 were double enriched by passing through magnetic field (MACS Separator) twice. Both A2B5 positive and negative fractions were collected, lysed with TRIzol (Invitrogen) for RNA isolation. A population of A2B5+ cells were plated and allowed to attach overnight before fixing and staining with standard immunofluorescence techniques. A2B5+ cells stained positive for GFAP (DAKO, 1', 'growth protocol': ""Normal, non-neoplastic cells were derived from patient tissue specimens of neurosurgical resection in accordance with a Cleveland Clinic Institutional Review Board-approved protocol. Informed consent was obtained by the tissue bank, which provided de-identified excess tissue to the laboratory immediately following surgical resection. Specimens used for cell culture were dissociated with a Papain dissociation kit (Worthington). Cells were cultured adherently in media containing 50% Neurobasal medium (Gibco) and 50% Dulbecco's modified Eagle medium (DMEM) with B27 (without vitamin A, Invitrogen, basic fibroblast growth factor (10 ng/ml), epidermal growth factor (10 ng/ml), sodium pyruvate and L-glutamine, and 5% FBS. All cultured cells were used within five passages of dissociation."", 'source_name': 'Primary Epilepsy tissued derived progenitor cells'}",cell_line,"['UBERON:0007688', 'EFO:0000618', 'DOID:1826', 'EFO:0000474', 'EFO:0000408', 'EFO:0005774', 'CL:0000010']"
666,"{'disease state': ""Huntington's Disease"", 'source_name': 'post-mortem prefrontal cortex (Brodman Area 9)', 'tissue': 'prefrontal cortex (Brodman Area 9)'}",tissue,"['EFO:0000618', 'EFO:0003534', 'DOID:4', 'DOID:12858', 'EFO:0000408', 'EFO:0005772', 'UBERON:0000451']"
667,"{'cell type': 'H1-embryonic stem cells', 'source_name': 'H1-embryonic stem cells (p59)', 'time point': '15 days post LV-sh transduction', 'transduction': 'LV sh-empty'}",stem_cells,"['CL:0002322', 'CL:0000034']"
668,"{'antibody 1': 'catalog #', 'antibody 2': 'catalog #', 'source_name': 'Human brain', 'tissue': 'brain'}",tissue,['UBERON:0000955']
669,"{'cell type': 'Pre-adipocytes', 'differentiation state': 'Non-proliferating, differentiated for 3 days', 'passages': 'Cells in passage 5-7', 'source_name': 'Pre-adipocytes from liposuction material, cultured, 3 days after adipogenic stimulation (Day 3).', 'time': '3 days after adipogenic stimulation (Day 3)', 'treatment': 'adipogenic stimulation'}",in_vitro_differentiated_cells,"['EFO:0000727', 'CL:0002334', 'CL:0000010']"
670,"{'antibody/capture': 'poly(A) selection (Oligotex mRNA Mini Kit, QIAGEN)', 'source_name': 'HCT116 with homozygous deletion of DNMT3b and DNMT1 (Rhee et al Nature 2002)', 'starting molecule': 'RNA', 'technique': 'ds-cDNA-sequencing'}",cell_line,"['EFO:0004187', 'EFO:0004014']"
671,"{'age': '54-57 days post conception (gestation)', 'developmental stage': 'fetus', 'source_name': 'Human fetal pancreata', 'tissue': 'pancreas'}",tissue,"['UBERON:0001264', 'UBERON:0007220', 'UBERON:0000323']"
672,"{'cell type': 'iPS-derived cardiomyocytes', 'differentiation stage': 'Day 30 post-differentiation', 'source_name': 'Cardiomyocytes derived from PLN-R41del iPSC cells infected with AAV6-EGFP-miR-PLN'}",in_vitro_differentiated_cells,"['CL:0002371', 'CL:0000746', 'CL:0002494', 'CL:0002248', 'CL:0000034', 'CL:0000723', 'EFO:0004905', 'CL:0000187']"
673,"{'cell line': 'H9', 'cell type': 'embryonic stem cells', 'passages': '29', 'source_name': 'embryonic stem cells'}",stem_cells,"['EFO:0003045', 'EFO:0000322', 'CVCL:9773', 'CL:0000034', 'CL:0002322', 'CL:0000010']"
674,"{'cell type': 'naive hESC', 'source_name': 'Embryonic stem cells'}",stem_cells,"['CL:0002322', 'CL:0000034']"
675,"{'cell line': 'H9', 'source_name': 'human H9 cell lines'}",stem_cells,"['EFO:0000322', 'CVCL:9773', 'EFO:0003045', 'CL:0000010']"
676,"{'BioSampleModel': 'Human', 'age': 'missing', 'biomaterial_provider': 'Stormy Chamberlain', 'isolate': 'iPS cells derived from anonymous Angelman syndrome patient', 'sex': 'missing', 'tissue': 'skin'}",in_vitro_differentiated_cells,"['DOID:1932', 'EFO:0000962', 'EFO:0004905', 'CL:0002248', 'CL:0000034', 'EFO:0000408', 'CL:0000723', 'UBERON:0000014', 'CL:0002371', 'EFO:0000508']"
677,"{'cell line': '1-38G', 'derived cell typed': 'motor neurons', 'source_name': 'Type I SMA patient-specific iPSC line (1-38G)'}",in_vitro_differentiated_cells,"['CL:0000100', 'EFO:0000322', 'EFO:0004905', 'CL:0000034', 'CL:0002248', 'CL:0002371', 'CL:0000723', 'CL:0000540', 'CL:0000010']"
678,"{'cell line': 'HeLa', 'sirna': 'siLuc', 'source_name': 'Cervical cancer cells transfected with siRNA against luciferase two times over a 5 day period.', 'treatment': 'transfected with 42nM of siLuciferase'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'EFO:0000727', 'EFO:0000311', 'EFO:0000726', 'DOID:4', 'DOID:4362', 'EFO:0000408', 'EFO:0003150', 'DOID:162', 'UBERON:0000002', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
679,"{'cell type': 'induced pluripotent stem cell', 'source_name': 'induced pluripotent stem cell'}",induced_pluripotent_stem_cells,"['EFO:0004905', 'CL:0002371', 'CL:0000723', 'CL:0000034', 'CL:0002248']"
680,"{'cell line': 'H1', 'cell type': 'embryonic stem cells', 'genotype/variation': 'LV sh-empty transduced', 'source_name': 'Embryonic stem cells (H1)', 'time point': 'Cells at passage 69 (p69)'}",stem_cells,"['CL:0002322', 'EFO:0000322', 'CL:0000034', 'CL:0000010']"
681,"{'developmental stage': 'day 34', 'individual': '1', 'organism': 'Homo sapiens'}",in_vitro_differentiated_cells,[]
682,"{'nickname': 'hESC RNA r1', 'plasmid': 'none', 'source_name': 'embryonic stem cells', 'transchromosomic': 'no'}",stem_cells,"['CL:0002322', 'CL:0000034']"
683,"{'cell line': 'H9', 'cell type': 'embryonic stem cells', 'passage': 'p27', 'source_name': 'hESC', 'xist expression': 'XIST-'}",stem_cells,"['EFO:0003045', 'EFO:0000322', 'CVCL:9773', 'CL:0000034', 'CL:0002322', 'CL:0000010']"
684,"{'cell type': 'in vivo differentiated B cell', 'development stage': 'Adult', 'genotype/variation': 'wild type', 'source_name': 'Blood', 'tissue': 'blood'}",primary_cells,"['CL:0000738', 'UBERON:0000178', 'CL:0000236', 'UBERON:0007023', 'CL:0000542', 'CL:0000988', 'CL:0000945', 'EFO:0001272']"
685,"{'cell line': 'H9', 'cell type': 'human embryonic stem cells', 'passages': '56', 'ploidy': 'diploid', 'rna polyadenylation': 'minus', 'source_name': 'hES h9 cells, poly(A)-'}",stem_cells,"['EFO:0003045', 'EFO:0000322', 'CVCL:9773', 'CL:0000034', 'CL:0002322', 'CL:0000010']"
686,"{'cell line': 'H1', 'source_name': 'stem cells'}",stem_cells,"['EFO:0000322', 'CL:0000034', 'CL:0000010']"
687,"{'cell line': 'GBM1A', 'cell type': 'glioblastoma cell line', 'source_name': 'RNA from glioblastoma stem cells'}",stem_cells,"['EFO:0000311', 'EFO:0000616', 'DOID:3068', 'EFO:0000519', 'CL:0000034', 'EFO:0000408', 'EFO:0005543', 'DOID:14566', 'EFO:0000272', 'EFO:0000322', 'CL:0000010']"
688,"{'age': '31y', 'cell type': 'corneal endothelial cells', 'source_name': 'corneal endothelial cells'}",primary_cells,['CL:0000132']
689,"{'cell type': 'hESC cells', 'source_name': 'H9 hESCs transfected with a control, non targeting siRNA pool'}",stem_cells,"['CL:0002322', 'EFO:0000726', 'CL:0000034']"
690,"{'cell type': 'HUES64 derived hepatoblast', 'chip antibody': 'NA', 'source_name': 'in vitro derived hepatoblast'}",in_vitro_differentiated_cells,"['EFO:0007089', 'CL:0005026', 'CVCL:B199', 'CL:0000010']"
691,"{'cell type': 'CD34+ cells', 'rna subtype': 'small RNA', 'source_name': 'CD34+ cells'}",primary_cells,[]
692,"{'donor': 'adult donor 1', 'source_name': 'Sperm_RNAseq', 'tissue': 'sperm'}",primary_cells,"['UBERON:0001968', 'EFO:0001272', 'UBERON:0007023', 'CL:0000019']"
693,"{'cell type': 'primary neural progenitors', 'development stage': '17 week', 'genotype/variation': 'lentiviral-mediated knockdown of RBFOX1', 'source_name': 'primary neural progenitors', 'tissue': 'brain'}",in_vitro_differentiated_cells,['UBERON:0000955']
694,"{'BioSampleModel': 'Human', 'age': 'not applicable', 'biomaterial_provider': 'Benjamin Freedman, 850 Republican St, Room S565, Seattle, WA 98109', 'cell_line': 'WA09', 'cell_subtype': 'BF85-34', 'cell_type': 'embryonic stem cell', 'dev_stage': 'epiblast', 'health_state': 'unmodified', 'isolate': 'WA09', 'karyotype': '46, XX', 'sample_type': 'RNA from cell culture', 'sex': 'female', 'tissue': 'blastocyst', 'treatment': '3D culture1'}",stem_cells,"['UBERON:0002532', 'EFO:0003045', 'EFO:0000727', 'EFO:0000322', 'CVCL:9773', 'UBERON:0000358', 'UBERON:0003100', 'CL:0000034', 'CL:0002322', 'EFO:0000795', 'CL:0000010']"
695,"{'source_name': 'Human Cerebellum total RNA', 'tissue': 'Cerebellum'}",tissue,['UBERON:0002037']
696,"{'antibody': 'Flag M2', 'crosslinker and crosslinking wavelength': '4-SU / 365 nm', 'immunoprecipitated protein': 'LIN28A', 'source_name': 'HEK 293'}",cell_line,[]
697,"{'cell line': 'HeLa', 'source_name': 'HeLa cell'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
698,"{'cell line': 'HEK293', 'source_name': 'HEK 293 cells inducibly expressing FLAG/HA tagged LIN28B; transgene expression not induced; mock transfected; replicate 1'}",cell_line,"['EFO:0001182', 'CVCL:0045', 'EFO:0000322', 'UBERON:0002113', 'EFO:0000726', 'CL:0000010']"
699,"{'cell line': 'U251', 'source_name': 'U251 cells', 'transfection': 'control'}",cell_line,"['EFO:0000322', 'EFO:0006498', 'CL:0000010', 'CVCL:0021']"
700,"{'age': '16 weeks', 'cell type': 'cKIT+ FACS sort', 'source_name': 'Fetal Testis', 'tissue': 'testis'}",primary_cells,"['UBERON:0000473', 'UBERON:0007220', 'UBERON:0000323']"
701,"{'cell type': 'H1 embryonic stem cells', 'source_name': 'RNA-seq H1-hESC'}",stem_cells,"['CL:0002322', 'CL:0000034']"
702,"{'cell line': 'Huh7-C', 'source_name': 'hepatic cancer stem cells'}",cell_line,"['EFO:0003769', 'EFO:0001421', 'EFO:0000616', 'DOID:162', 'EFO:0000311', 'CL:0000034', 'EFO:0000408', 'DOID:3571', 'CVCL:0336', 'DOID:14566', 'EFO:0005384', 'CL:0000010', 'EFO:0000322']"
703,"{'cell line': 'MDA-MB-231', 'cell type': 'epithelial cell', 'disease': 'adenocarcinoma', 'ethnicity': 'caucasian', 'source_name': 'Breast cancer cells', 'transfection': 'oct4 plasmid'}",cell_line,"['EFO:0006858', 'EFO:0000726', 'EFO:0001209', 'UBERON:0000175', 'UBERON:0003100', 'EFO:0000228', 'EFO:0000322', 'DOID:1612', 'CL:0000010', 'EFO:0000616', 'DOID:4', 'EFO:0000408', 'DOID:162', 'EFO:0001272', 'CVCL:0062', 'EFO:0000311', 'EFO:0000313', 'CL:0000066', 'EFO:0003156', 'UBERON:0007023', 'DOID:14566', 'DOID:299']"
704,"{'cell line': 'MCF7', 'culture condition': 'monolayer (m) cultured cell', 'knock down': 'wild type (WT)', 'source_name': 'breast cancer cell line, MCF7', 'type of cd24': 'CD24+'}",cell_line,"['DOID:4', 'UBERON:0000175', 'UBERON:0003100', 'EFO:0000228', 'EFO:0000322', 'CVCL:0031', 'DOID:299', 'UBERON:0001911', 'EFO:0000311', 'DOID:162', 'DOID:1612', 'EFO:0003156', 'EFO:0002885', 'UBERON:0007023', 'EFO:0000408', 'EFO:0001203', 'UBERON:0000310', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0001272']"
705,"{'ID': 'P352_141', 'age': '48', 'bmi': '24', 'gender': 'female', 'source_name': 'vastus lateralis muscle_female', 'tissue': 'vastus lateralis muscle'}",in_vitro_differentiated_cells,"['EFO:0001073', 'UBERON:0003100', 'DOID:4', 'UBERON:0001379', 'EFO:0000408', 'UBERON:0001015', 'UBERON:0001630']"
706,"{'age': '7 Year old', 'batch': '1L', 'condition': 'Disomic', 'gender': 'female', 'source_name': 'Lymphoblastoid'}",cell_line,"['EFO:0005292', 'UBERON:0003100']"
707,"{'cell type': 'iPS derived endothelial cells from CD', 'condition': '3D culture of endothelial cells in 50% MMP degradable PEG-NB hydrogel, day3', 'passage': '3', 'source_name': 'Day 3'}",in_vitro_differentiated_cells,"['CL:0000115', 'CL:0000010']"
708,"{'BioSampleModel': 'Human', 'age': '25', 'biomaterial_provider': 'Department of Urology, Ren Ji Hospital, School of Medicine, Shanghai Jiao Tong University, 1630 Dongfang Road,', 'isolate': 'Sertoli_cells_replicate_1', 'sex': 'male', 'tissue': 'testis'}",primary_cells,"['UBERON:0000473', 'UBERON:0003101']"
709,"{'cell-type': 'Monocyte-derived dendritic cells', 'condition': 'Non-infected', 'source_name': 'Dendritic cells'}",primary_cells,"['CL:0000576', 'CL:0000738', 'CL:0000766', 'CL:0000842', 'CL:0000451', 'CL:0000988']"
710,"{'cell line': 'MDA-MB-231', 'cell type': 'mesenchymal-like breast cancer cells', 'genotype/variation': 'reduced miR-26a activity', 'source_name': 'MDA-MB-231_sponge-miR-26a', 'stably transfected with': 'miR-26a with specific sponge vector'}",cell_line,"['CVCL:0062', 'UBERON:0000175', 'UBERON:0003100', 'EFO:0001209', 'EFO:0000228', 'UBERON:0003104', 'EFO:0000322', 'DOID:299', 'EFO:0000311', 'EFO:0000726', 'DOID:1612', 'DOID:4', 'EFO:0003156', 'UBERON:0007023', 'EFO:0000408', 'DOID:162', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0001272']"
711,"{'source_name': 'Treated Patient-Derived Xenograft (PDX)', 'tissue': 'Human ovarian PDX tumor'}",tissue,"['EFO:0000616', 'EFO:0003942', 'DOID:14566', 'EFO:0000408']"
712,"{'cell line': 'MDA-parental', 'fraction': 'RPF', 'overexpression': 'control', 'rep': '1', 'source_name': 'MDA-parental'}",cell_line,"['EFO:0000322', 'CL:0000010']"
713,"{'bacterial community type': 'Gardnerella dominant', 'cell type': 'Antigen presenting cells', 'collection site and cell type': 'PBMC APC', 'source_name': 'Peripheral blood'}",primary_cells,"['CL:0000145', 'UBERON:0000178']"
714,"{'cell line': 'A375R', 'cell type': 'melanoma cell line', 'drug treatment': 'vemurafenib_10 doses_75mg/kg', 'origin': 'xenograft tumours', 'source_name': 'melanoma'}",tissue,"['DOID:1909', 'EFO:0000616', 'EFO:0000727', 'EFO:0000311', 'EFO:0000756', 'EFO:0000408', 'EFO:0003942', 'DOID:14566', 'EFO:0000322', 'CL:0000010']"
715,"{'4oht factor': 'No', 'n11cd factor': 'Yes', 'sample group': 'N1ICD', 'source_name': 'IMR90 cells', 'vec factor': 'No'}",cell_line,[]
716,"{'cell type': 'HUVEC', 'passage': 'Passage 5', 'source_name': 'HUVEC', 'treatment': 'Angiopoietin2 in the presence of Angiopoietin2 Blocking Antibody'}",cell_line,"['EFO:0000727', 'CL:0000115', 'CL:0000010']"
717,"{'BioSampleModel': 'Human', 'age': 'derived from wild-type (WT) T47D cells', 'biomaterial_provider': 'Dr. Gurmit Singh, McMaster University, 1280 Main Street West, Hamilton, ON L8S 4L8 Canada', 'cell_line': 'T47D resistant to SH-4-54', 'health_state': 'breast cancer', 'isolate': 'T47D Clone biological replicate 1; derived from wild-type (WT) T47D cells', 'sex': 'female', 'tissue': 'breast', 'treatment': 'SH-4-54 STAT3/5 inhibitor'}",cell_line,"['UBERON:0000175', 'UBERON:0003100', 'CVCL:0553', 'EFO:0000616', 'DOID:162', 'EFO:0000727', 'EFO:0000311', 'DOID:1612', 'DOID:4', 'UBERON:0007023', 'EFO:0000408', 'UBERON:0001911', 'EFO:0000430', 'UBERON:0000310', 'EFO:0001272', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0001247']"
718,"{'cell type': 'H9 ESC', 'passages': '40-50', 'source_name': 'ESCs', 'strain': 'H9'}",stem_cells,"['CL:0002322', 'CVCL:9773', 'CL:0000034', 'EFO:0003045', 'CL:0000010']"
719,"{'cell line background': 'MiaPaca2', 'cell type': 'original Pancreatic Ductal Adenocarcinoma (PDAC) cell line', 'source_name': 'MiaPaca2'}",cell_line,"['UBERON:0003101', 'EFO:0006858', 'EFO:0000228', 'EFO:0000408', 'EFO:0003769', 'EFO:0000616', 'EFO:0000311', 'EFO:0003860', 'EFO:0002618', 'EFO:0001379', 'EFO:0002517', 'EFO:0000313', 'EFO:1000044', 'DOID:3498', 'DOID:14566', 'CVCL:0462', 'CL:0000010', 'EFO:0000322']"
720,"{'exposure time': '16h', 'modulating agent': 'SR1_500nM+BIO_1ÂµM', 'source_name': 'AML patient sample', 'tissue': 'peripheral blood'}",primary_cells,"['EFO:0000487', 'EFO:0000222', 'UBERON:0000178']"
721,"{'cell line': 'GM12878', 'source_name': 'GM12878', 'treatment': 'eluate (m6A positive) fraction of m6A-LAIC-seq'}",cell_line,"['CVCL:7526', 'EFO:0000322', 'EFO:0000727', 'EFO:0002784', 'CL:0000010']"
722,"{'source_name': 'Stomach', 'tissue': 'Stomach'}",tissue,['UBERON:0000945']
723,"{'phenotype': 'acromegaly', 'source_name': 'Adipose, acromegaly', 'tissue': 'adipose'}",tissue,"['DOID:2449', 'UBERON:0001013', 'EFO:1000973', 'EFO:0001379', 'EFO:0000408']"
724,"{'cell line': 'TK6', 'cell type': 'human lymphoblastoid cells', 'exposed to': 'static (control)', 'genotype/variation': 'heterozygous at the thymidine kinase (TK) locus', 'source_name': 'TK6_control'}",cell_line,"['EFO:0005292', 'UBERON:0003101', 'DOID:12971', 'EFO:0000322', 'DOID:4', 'CL:0000010', 'CVCL:0561', 'UBERON:0002106', 'EFO:0000408']"
725,"{'cell type': 'Blastocyst single cell', 'sample type': 'Control embryo b', 'source_name': 'Human preimplantation embryo'}",primary_cells,"['UBERON:0000358', 'EFO:0000795', 'UBERON:0000922']"
726,"{'cell line source': 'H9 human embryonic stem cells', 'cell type': 'human embryonic stem cells', 'differentiation state': 'undifferentiated', 'source_name': 'H9 human embryonic stem cells_undifferentiated_60kPa', 'substrate stiffness': '60kPa'}",stem_cells,"['EFO:0003045', 'EFO:0000322', 'CVCL:9773', 'CL:0000034', 'CL:0002322', 'CL:0000010']"
727,"{'cell line': 'HeLa', 'source_name': 'Human HeLa cells'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
728,"{'diagnosis': 'mesial temporal lobe epilepsy', 'gender': 'female', 'source_name': 'dentate granule cells'}",primary_cells,"['EFO:0000474', 'CL:0000120', 'UBERON:0003100', 'EFO:0000618', 'EFO:0004263', 'DOID:3328', 'UBERON:0011306', 'EFO:0003511', 'DOID:1826', 'EFO:0000773', 'EFO:0000408', 'EFO:0005774']"
729,"{'median tin score': '60.71188767', 'rin score': '2.4', 'source_name': 'Prostate cancer (Bone metastasis)', 'tissue': 'Bone', 'tumor stage': 'metastatic castration resistant'}",tissue,"['EFO:0000311', 'EFO:0000616', 'UBERON:0002481', 'UBERON:0001474', 'DOID:10283', 'EFO:0007355', 'EFO:0000512', 'UBERON:4000162', 'DOID:162', 'EFO:0000298', 'DOID:14566', 'EFO:0000408']"
730,"{'age at death': '75', 'gender': 'male', 'microarray study': 'P_27', 'proteomics study': 'yes', 'proteomics sv1': '-0.1683601219', 'proteomics sv2': '-0.1233597', 'proteomics sv3': '-0.482172644', 'source_name': 'BA9 prefrontal cortex', 'tissue': 'brain (BA9 prefrontal cortex)'}",tissue,"['UBERON:0000955', 'EFO:0003534', 'UBERON:0003101', 'UBERON:0013540', 'UBERON:0000451']"
731,"{'Sex': 'male', 'age': '28', 'biopsytime': '4mo', 'diagnosis': 'Ulcerative colitis', 'ethnicity': 'Caucasian', 'patient': 'P500', 'prognosis': 'Pouchitis', 'source_name': 'P500.5', 'tissue': 'Ileal pouch'}",tissue,"['UBERON:0003101', 'EFO:0000729', 'EFO:0003767', 'UBERON:0009856', 'EFO:0003921', 'DOID:8577', 'EFO:0003872', 'EFO:0003156', 'EFO:0000408', 'EFO:0000405', 'DOID:0060180']"
732,"{'organoid culture': 'cerebral organoids', 'source_name': 'C12, d26', 'time': '26 days from the beginning of organoid culture'}",in_vitro_differentiated_cells,[]
733,"{'cell line': 'MR49F', 'source_name': 'Prostate Cancer Cell Line', 'treatment': 'Vehicle'}",cell_line,"['DOID:14566', 'EFO:0000616', 'EFO:0000727', 'EFO:0000311', 'DOID:10283', 'EFO:0007355', 'EFO:0000512', 'DOID:162', 'EFO:0001639', 'EFO:0000322', 'CL:0000010', 'EFO:0000408']"
734,"{'cell line': 'BT474', 'cell type': 'breast cancer cell line', 'source_name': 'breast cancer cell line'}",cell_line,"['EFO:0003156', 'UBERON:0003100', 'CVCL:0179', 'EFO:0000616', 'DOID:162', 'EFO:0000311', 'DOID:1612', 'DOID:4', 'EFO:0002885', 'UBERON:0007023', 'EFO:0000408', 'UBERON:0001911', 'EFO:0000430', 'EFO:0001093', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0001272']"
735,"{'cell line': 'Human lung cancer cell lines NCI-H1975 and HCC827', 'mixture cell line hcc827': '25', 'mixture cell line nci-h1975': '75', 'replicate': '2', 'source_name': 'Human lung cancer cell lines NCI-H1975 and HCC827', 'strain': 'R2D'}",cell_line,"['EFO:0003137', 'CVCL:1511', 'CVCL:2063', 'UBERON:0003100', 'EFO:0000228', 'EFO:0000322', 'UBERON:0002048', 'DOID:1324', 'EFO:0002271', 'CL:0000010', 'EFO:0000616', 'DOID:4', 'EFO:0000684', 'EFO:0000408', 'DOID:162', 'EFO:0002934', 'EFO:0001272', 'EFO:0000311', 'EFO:0003818', 'EFO:0003156', 'UBERON:0007023', 'DOID:14566', 'DOID:299']"
736,"{'ArrayExpress-CellType': 'BPH1', 'ArrayExpress-Species': 'Homo Sapien', 'sample_description': '', 'strain': ''}",cell_line,"['CVCL:1091', 'CL:0000010']"
737,"{'cell type': 'Peripheral blood monocytes', 'disease': 'Health control', 'source_name': 'Monocytes'}",primary_cells,"['CL:0000738', 'CL:0000766', 'CL:0000842', 'UBERON:0000178', 'DOID:4', 'EFO:0000408', 'CL:0000576', 'CL:0000988']"
738,"{'BioSampleModel': 'Human', 'age': '0d', 'biomaterial_provider': ""Melissa Little, Murdoch Childrens Research Institute, Royal Children's Hospital, Flemington Road, Parkville Victoria 3052 Australia"", 'cell_line': 'C32 iPSC (Briggs et al, 2013)', 'isolate': 'mini-kidney, day 0, pellet 5', 'sex': 'not applicable', 'tissue': 'mini-kidney generated from human pluripotent stem cells'}",in_vitro_differentiated_cells,"['UBERON:0002113', 'EFO:0000322', 'CL:0000034', 'CL:0002248', 'CL:0002371', 'CL:0000723', 'EFO:0004905', 'CL:0000010']"
739,"{'cell collection details': 'Sample from 1 individual', 'passage': 'passage 5', 'protocol': 'AdSlit2 48h', 'replicate': 'biological replicate #1', 'source_name': 'human umbilical vein endothelial cells'}",cell_line,"['CL:0000115', 'CL:0000010']"
740,"{'cell type': 'PBMC_TM', 'sorting phenotype': 'TM(CD3+CD14/CD11c-CD8-CD56/CD20/TCRgammadelta-CD27+CD45RO+CCR7-)', 'source_name': 'LIR_01', 'status': 'ex vivo; unstimulated'}",primary_cells,[]
741,"{'BioSampleModel': 'Human', 'Sample_ID': 'Sample_B20_1002', 'age': '36', 'biomaterial_provider': 'The Barbara Ann Kamanos Cancer Institute', 'cell_line': 'MCF10neoT', 'isolate': 'MCF10neoT is a premalignant clonal breast cancer cell line derived from a xenograft originating from normal mammary epithelial MCF10A cells that were HRAS transformed and injected into severe combined immune-deficient mice', 'sex': 'female', 'tissue': 'mammary gland; breast'}",cell_line,"['UBERON:0002530', 'UBERON:0003100', 'CVCL:5554', 'CL:0000066', 'EFO:0000616', 'DOID:162', 'EFO:0000311', 'DOID:1612', 'EFO:0002885', 'EFO:0000408', 'UBERON:0001911', 'UBERON:0000310', 'EFO:0003942', 'DOID:14566', 'EFO:0000322', 'CL:0000010']"
742,"{'BioSampleModel': 'Human', 'age': '72', 'biomaterial_provider': 'James Brugarolas, 2201 Inwood Road Dallas, Texas 75390-9125', 'isolate': 'XP373', 'sample_type': 'Sample6_XP373', 'sex': 'female', 'tissue': 'tumor thrombus'}",tissue,"['EFO:0000616', 'UBERON:0003100', 'DOID:14566', 'EFO:0000408', 'UBERON:0010210']"
743,"{'source_name': 'Histamine blockade subject biopsy immediately after exercise', 'subject group': 'received combined H1/H2-histamine receptor blockade prior to exercise', 'subject id': 'subject 11', 'time point': 'immediately after exercise', 'tissue': 'vastus lateralis muscle'}",tissue,"['UBERON:0001630', 'UBERON:0001379', 'EFO:0000483', 'UBERON:0001015']"
744,"{'cell line': 'K562', 'passage': '3-5', 'source_name': 'K562 cells'}",cell_line,"['EFO:0000339', 'UBERON:0003100', 'EFO:0000322', 'UBERON:0002371', 'DOID:4', 'EFO:0000408', 'DOID:8552', 'EFO:0002067', 'CL:0000010', 'CVCL:0004']"
745,"{'cell type': 'CD3+CD4+CD45RA-CCR7+CD25-CCR4+ T cells', 'disease group': 'Allergic rhinitis', 'source_name': 'Blood PBMCs', 'tissue': 'blood'}",primary_cells,"['EFO:0000684', 'CL:0000542', 'EFO:0005854', 'UBERON:0000178', 'DOID:4', 'CL:0000084', 'CL:0000738', 'EFO:0000408', 'DOID:4481', 'EFO:0003956', 'CL:0000988']"
746,"{'antibody': 'non', 'cell line': 'U2OS', 'source_name': 'U2OS cells'}",cell_line,"['EFO:0000637', 'DOID:3347', 'UBERON:0003100', 'UBERON:0002481', 'EFO:0000322', 'EFO:0002869', 'UBERON:0001474', 'CVCL:0042', 'DOID:4', 'EFO:0003156', 'EFO:0000408', 'EFO:0000298', 'CL:0000010']"
747,"{'cell type': 'Epithelial', 'disease': 'Pancreatic ductal adenocarcinoma', 'knockdown': 'igf2bp3', 'source_name': 'PL45 cells'}",cell_line,"['EFO:0003860', 'EFO:0006858', 'EFO:0000228', 'EFO:0000408', 'EFO:0003769', 'EFO:0000616', 'EFO:0000311', 'EFO:0002618', 'CL:0000066', 'DOID:4', 'EFO:0002517', 'EFO:0000313', 'EFO:1000044', 'DOID:14566', 'EFO:0001379', 'DOID:3498']"
748,"{'cell line': 'SH-SY5Y', 'cell type': 'neuroblastoma cell line', 'source_name': 'RNA from SH-SY5Y FUS KO cells. A4 clone.'}",cell_line,"['EFO:0000621', 'EFO:0007392', 'UBERON:0003100', 'EFO:0000322', 'EFO:0002717', 'DOID:769', 'EFO:0000311', 'UBERON:0002371', 'DOID:4', 'EFO:0000408', 'CVCL:0019', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0005214']"
